model_key,model,row_idx,verdict,mixed_subtype,source_file
sonnet5,Claude Sonnet 5,112,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,115,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,119,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,121,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,123,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,124,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,125,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,127,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,130,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,131,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,132,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,133,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,135,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,136,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,137,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,140,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,146,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,148,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,149,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,151,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,153,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,154,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,155,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,157,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,158,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,159,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,160,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,161,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,162,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,163,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,165,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,167,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,172,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,174,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,176,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,178,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,179,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,180,other,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,182,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,184,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,185,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,186,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,187,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,190,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,191,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,192,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,196,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,197,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,200,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,201,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,203,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,204,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,207,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,208,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,211,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,212,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,213,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,216,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,217,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,219,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,221,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,222,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,225,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,226,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,228,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,231,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,233,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,241,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,242,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,243,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,244,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,246,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,248,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,253,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,254,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,255,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,256,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,258,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,259,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,263,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,265,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,266,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,267,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,268,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,269,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,271,other,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,273,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,274,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,277,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,279,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,280,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,283,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,287,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,290,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,293,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,295,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,297,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,305,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,307,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,310,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,311,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,313,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,314,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,317,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,319,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,320,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,321,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,323,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,326,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,328,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,333,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,334,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,335,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,339,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,340,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,343,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,344,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,345,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,346,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,348,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,349,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,355,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,357,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,359,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,360,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,361,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,364,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,367,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,369,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,372,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,373,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,375,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,378,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,379,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,380,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,383,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,386,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,389,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,392,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,393,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,394,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,395,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,396,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,397,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,400,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,407,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,408,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,418,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,420,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,423,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,431,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,432,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,433,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,436,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,439,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,441,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,447,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,448,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,451,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,452,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,453,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,455,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,458,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,460,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,461,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,462,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,464,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,465,other,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,467,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,468,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,471,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,473,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,477,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,478,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,480,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,484,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,487,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,492,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,493,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,495,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,498,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,499,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,505,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,506,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,507,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,509,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,510,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,511,other,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,513,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,516,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,520,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,521,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,523,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,524,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,525,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,526,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,528,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,530,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,531,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,532,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,533,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,536,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,538,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,539,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,546,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,547,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,549,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,550,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,555,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,558,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,564,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,565,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,566,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,568,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,569,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,571,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,572,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,579,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,580,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,581,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,582,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,583,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,585,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,586,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,587,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,588,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,593,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,594,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,597,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,602,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,607,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,609,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,610,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,611,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,612,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,613,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,614,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,615,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,616,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,620,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,621,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,628,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,632,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,635,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,638,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,639,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,641,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,642,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,646,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,647,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,648,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,649,other,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,653,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,654,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,655,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,656,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,657,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,658,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,659,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,660,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,661,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,662,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,664,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,666,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,667,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,668,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,669,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,671,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,672,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,674,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,675,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,676,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,680,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,681,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,683,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,685,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,687,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,694,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,696,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,699,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,702,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,703,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,704,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,705,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,709,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,710,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,714,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,715,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,717,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,718,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,721,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,722,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,726,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,727,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,729,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,732,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,735,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,736,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,737,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,744,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,745,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,746,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,747,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,748,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,749,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,751,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,753,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,755,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,760,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,763,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,766,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,767,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,772,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,774,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,776,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,778,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,779,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,780,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,781,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,782,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,783,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,784,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,786,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,787,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,793,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,797,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,799,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,800,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,802,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,805,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,806,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,808,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,819,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,822,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,823,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,824,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,825,other,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,827,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,829,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,830,YTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,831,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,832,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,833,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,836,NTA,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,839,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,841,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,843,mixed,,paired_1p_all.csv
sonnet5,Claude Sonnet 5,844,NTA,,paired_1p_all.csv
